zone_type,historical_disruptions,avg_duration,month,risk_multiplier
2,12,8.32754744760295,12,1.4032754744760294
1,9,2.255601432678986,5,1.2625560143267898
0,1,2.307312952811241,4,0.8330731295281124
0,4,1.0060417427123225,10,0.8500604174271233
0,9,1.2208189953534525,5,1.0522081899535345
0,3,2.4411728387412746,4,0.8544117283874129
1,10,2.410206208187706,8,1.274102062081877
1,6,2.0541137285139333,4,1.0805411372851395
2,14,5.087308261681704,10,1.390873082616817
1,5,4.397714282610375,12,1.0939771428261038
0,2,1.9373032739927705,6,0.9893730327399278
1,7,2.5574961666960276,2,1.0955749616669603
1,10,2.999261394015431,5,1.2799926139401543
1,8,2.4178900682213023,6,1.254178900682213
1,6,4.607364842843104,5,1.256073648428431
1,8,3.8261688265346487,12,1.1182616882653467
1,9,4.9166891276490725,2,1.1391668912764907
1,9,4.07256051301944,7,1.2807256051301943
0,4,1.2326968997148076,4,0.8523269689971481
0,5,2.8318860079081047,8,1.0283188600790811
0,3,1.3710519505154384,7,0.9937105195051544
1,7,4.13780422189518,7,1.2613780422189518
0,4,1.297034848514235,9,0.8529703484851424
1,6,4.867756399886133,1,1.1086775639988613
2,6,5.581042921125141,10,1.3158104292112514
0,9,1.3255522020507375,6,1.0532555220205073
1,9,4.381529878603583,6,1.2838152987860358
1,10,2.323376742096624,6,1.2732337674209662
0,0,2.0597905931078824,12,0.8205979059310788
0,9,2.3600921127485397,6,1.0636009211274855
0,0,2.819110856874405,12,0.8281911085687441
0,4,1.7800321214951214,10,0.8578003212149513
2,17,8.724093090458243,7,1.5
2,14,5.943373315482275,10,1.3994337331548226
1,8,2.856084157993564,6,1.2585608415799356
2,8,8.404651487385415,1,1.364046514873854
2,5,7.515112734599009,3,1.3251511273459902
0,4,1.2551529378333859,2,0.8525515293783339
2,16,7.954933267600806,6,1.5
1,10,3.540900151785953,8,1.2854090015178596
2,19,6.241901778237905,3,1.452419017782379
2,16,4.6931074006418925,10,1.4069310740064187
0,7,1.1820726298908835,8,1.0318207262989088
0,3,1.8263889576055954,8,0.998263889576056
0,5,2.359103673145368,5,1.0235910367314536
1,7,3.7811173488543037,8,1.257811173488543
2,13,8.969276547319566,6,1.5
2,10,9.384514300469043,5,1.5
0,0,2.7637096016413656,9,0.8276370960164137
1,6,2.87822464574948,7,1.2387822464574947
1,5,3.463468512145643,8,1.2346346851214565
0,2,1.4041663300158473,1,0.8340416633001585
0,3,1.7863408691285283,11,0.8478634086912854
0,3,1.3973013053622783,2,0.8439730130536228
2,20,9.166377618878316,8,1.5
0,2,1.6576036091569073,12,0.8365760360915692
1,5,3.0335176801821895,9,1.080335176801822
1,5,2.64741275317908,4,1.0764741275317908
0,1,2.5368421422344842,12,0.8353684214223449
2,13,4.635494137772641,10,1.3763549413777265
2,19,6.781287035553531,11,1.4578128703555353
0,1,2.5255981057516106,10,0.8352559810575162
1,6,3.6137585789877296,9,1.0961375857898774
0,2,2.6947101078187337,4,0.8469471010781874
0,2,2.473610213441998,10,0.8447361021344201
0,4,2.480626061687903,10,0.8648062606168792
1,4,4.782551047123474,10,1.0878255104712349
1,2,3.043310292813313,9,1.050433102928133
0,0,2.3107663989269067,11,0.8231076639892692
0,4,1.9941786187015942,7,1.0099417861870161
2,11,8.939611918688634,2,1.3993961191868864
0,3,1.975437736630739,9,0.8497543773663074
0,2,1.4997349305158587,4,0.8349973493051587
1,4,2.464447264615206,8,1.214644472646152
2,21,5.975831877187596,7,1.5
0,4,2.143273235948265,7,1.0114327323594827
1,10,3.183453894042516,8,1.281834538940425
1,5,4.2770841441536085,1,1.092770841441536
0,6,1.0299970007542734,5,1.0202999700075428
1,6,4.988038350146745,2,1.1098803835014674
0,2,2.1647149101279317,2,0.8416471491012794
1,4,4.545253179291533,1,1.0854525317929153
1,10,4.502334749798975,5,1.2950233474979898
1,6,3.0363834544048065,2,1.090363834544048
0,1,1.5669222985281583,4,0.8256692229852817
2,7,6.803448066453023,3,1.3380344806645303
0,1,1.44298709771928,3,0.8244298709771929
0,0,2.0850957246012918,2,0.820850957246013
0,8,1.5783863039317394,6,1.0457838630393175
1,9,4.401092565366036,2,1.1340109256536604
1,7,3.5146244452859214,8,1.2551462444528592
0,3,2.6543162968552467,8,1.0065431629685526
1,9,2.8263400393715274,12,1.1182634003937153
0,6,2.106980540397648,5,1.0310698054039764
1,3,2.9180029207495024,10,1.059180029207495
0,5,2.4372074813803914,7,1.0243720748138039
1,6,2.590860890626164,4,1.0859086089062617
0,2,2.921456176456486,1,0.8492145617645649
2,16,7.503149603848092,11,1.435031496038481
0,1,1.8815316028730826,2,0.8288153160287309
0,3,2.0743386432080575,10,0.8507433864320807
0,1,1.3115032457310596,10,0.8231150324573107
2,17,6.910791446286009,4,1.43910791446286
2,7,6.472561657795235,1,1.3347256165779524
0,6,2.7976307496126935,8,1.037976307496127
1,9,4.88306280729564,9,1.1388306280729565
2,7,8.242187015937306,4,1.352421870159373
1,8,3.9612935092797086,10,1.1196129350927972
1,3,4.4321913956912375,3,1.0743219139569125
0,3,1.4421577473868838,2,0.8444215774738689
0,7,2.091805118533615,5,1.0409180511853362
2,11,5.022203504689187,3,1.3602220350468919
2,19,4.8621257511052764,10,1.4386212575110526
1,9,2.4452050894586463,7,1.2644520508945865
0,4,2.8088028730339047,11,0.8680880287303391
0,8,2.6163140980484254,6,1.0561631409804844
1,9,3.8186499266622977,1,1.128186499266623
2,10,8.119445752448705,12,1.381194457524487
2,10,5.893921761893944,8,1.5
1,8,2.668850025673261,2,1.1066885002567326
1,6,3.5712754896585497,5,1.2457127548965854
0,0,1.527612149892715,9,0.8152761214989271
0,5,1.5863118845066035,8,1.015863118845066
2,5,6.257208479771189,2,1.3125720847977118
1,8,3.7684124092797404,9,1.1176841240927975
0,5,1.8313585903257372,5,1.0183135859032573
0,3,1.6997004721817097,10,0.8469970047218172
1,9,2.968936200091424,6,1.2696893620009142
0,0,1.5252672247321473,3,0.8152526722473216
0,4,2.8119473270185207,3,0.8681194732701852
1,9,3.5096576215488864,10,1.125096576215489
1,9,2.6439138887132856,8,1.2664391388871328
1,3,3.5182492872215327,11,1.0651824928722153
0,1,2.328251478566701,10,0.8332825147856671
1,6,4.2281644915592524,10,1.1022816449155926
0,2,2.69045111632148,12,0.8469045111632149
0,0,1.063240076474928,2,0.8106324007647493
1,5,4.650049103066312,11,1.0965004910306633
1,2,4.470977752951922,12,1.0647097775295193
2,12,8.521996827457487,12,1.4052199682745747
1,8,4.1800114077746375,2,1.1218001140777465
1,12,4.597181711320381,5,1.3159718171132038
0,7,1.8076220104949985,6,1.03807622010495
0,1,1.568208298454866,12,0.8256820829845487
0,4,1.3059237412114875,2,0.853059237412115
0,6,1.504139773700343,5,1.0250413977370034
2,12,6.315156681016655,7,1.5
0,3,1.8959909093377363,10,0.8489599090933775
2,15,4.538954515432504,10,1.395389545154325
1,10,2.8626603692627746,8,1.2786266036926277
1,8,2.8464667521084177,12,1.1084646675210843
1,12,2.1617977485226136,7,1.291617977485226
1,10,3.514218426141055,8,1.2851421842614106
1,5,2.311518158332783,12,1.073115181583328
0,2,2.863129960015837,9,0.8486312996001585
1,6,3.8291245866102797,5,1.2482912458661028
0,4,1.3471442883028795,5,1.003471442883029
0,1,1.4267261360659425,11,0.8242672613606595
1,7,2.982698881766378,10,1.099826988817664
0,0,1.8352780117374055,4,0.8183527801173741
2,11,4.117663194845521,9,1.3511766319484553
2,13,8.836070262930907,5,1.5
2,13,5.493573926287562,2,1.3849357392628756
0,2,2.6082184921222633,10,0.8460821849212227
0,2,1.0525954533693371,8,0.9805259545336935
2,22,7.228405304408936,7,1.5
1,10,4.53930552892192,8,1.2953930552892192
2,10,4.222311962160957,12,1.3422231196216097
2,11,8.228773599551772,3,1.3922877359955177
2,14,4.666379819689928,4,1.3866637981968992
0,6,1.7024876645666567,5,1.0270248766456667
0,5,1.6390429036149516,6,1.0163904290361496
2,17,6.615090157081649,1,1.4361509015708163
0,4,1.2340901454126523,4,0.8523409014541266
0,4,1.2271746347573498,11,0.8522717463475735
1,3,4.687436304195736,12,1.0768743630419575
2,5,7.055335229962468,10,1.3205533522996247
1,8,4.149895810106094,5,1.271498958101061
1,8,3.210645862441065,7,1.2621064586244106
0,5,2.0135400814355764,5,1.0201354008143557
1,3,3.429861368931621,1,1.0642986136893162
2,7,6.956045981866017,11,1.3395604598186601
0,6,1.293817818045854,7,1.0229381781804585
1,12,4.258451078266429,8,1.3125845107826644
2,12,5.312766109460336,7,1.5
1,9,2.466029907530051,11,1.1146602990753005
1,9,2.6092117787601863,4,1.116092117787602
1,12,2.261246148774286,8,1.2926124614877428
0,8,2.3092423870309258,5,1.0530924238703092
0,3,2.1723647081766826,10,0.8517236470817668
2,8,5.884264018105865,9,1.3388426401810587
2,7,5.420877564722615,12,1.3242087756472263
2,12,9.956823869116086,12,1.4195682386911608
2,12,4.434090303016344,10,1.3643409030301632
1,12,2.4101668291203975,5,1.294101668291204
1,4,3.1562632991896358,1,1.0715626329918964
1,6,3.1743628123834133,12,1.0917436281238342
1,2,3.7502660455490053,9,1.05750266045549
1,4,3.2321012017596296,12,1.0723210120175963
1,7,2.024795893837575,5,1.2402479589383757
2,24,7.999816434467452,6,1.5
0,4,2.168449577663436,4,0.8616844957766344
0,9,1.0983170472428552,6,1.0509831704724286
0,4,2.707259857055914,12,0.8670725985705592
1,10,2.0250969799524325,8,1.2702509697995243
0,3,2.4649092582674594,3,0.8546490925826746
1,7,3.5360543800264073,5,1.255360543800264
1,2,3.9578402052420607,2,1.0595784020524206
0,1,2.8402276266452575,2,0.8384022762664526
1,9,3.4899356371685135,7,1.274899356371685
0,0,2.8405447376048154,10,0.8284054473760482
0,4,1.1289813609116925,10,0.851289813609117
2,16,4.62857521870864,11,1.4062857521870862
0,2,2.63420426600523,10,0.8463420426600523
0,6,1.025512959414861,6,1.0202551295941487
1,6,3.253997650761055,4,1.0925399765076107
1,6,3.356131329739405,5,1.243561313297394
0,1,2.8341970103435887,1,0.8383419701034359
1,9,2.6727751494536953,7,1.266727751494537
0,7,2.8336131561495526,8,1.0483361315614956
0,2,1.307651849014822,9,0.8330765184901483
1,12,2.9990228991567327,8,1.2999902289915672
1,10,2.642900216968636,5,1.2764290021696865
1,6,3.328742294125891,3,1.093287422941259
1,2,4.742469384960503,10,1.067424693849605
2,19,8.862597481439023,11,1.4786259748143902
1,3,2.0218184230820277,9,1.0502181842308203
0,8,1.8576780305947813,6,1.0485767803059478
1,12,2.5541417287096495,5,1.2955414172870965
0,1,1.3493001309107362,3,0.8234930013091074
1,13,3.481541044224684,6,1.3148154104422467
0,3,1.280089624268458,3,0.8428008962426846
0,0,1.1037641551879844,10,0.8110376415518799
2,5,4.450561874831884,12,1.2945056187483188
2,14,5.950345860350891,6,1.5
1,6,3.015579904180507,4,1.0901557990418052
1,5,4.266311817546743,2,1.0926631181754676
0,5,2.0629718546090094,8,1.0206297185460902
0,4,2.2574427740511642,4,0.8625744277405117
0,0,1.2954926488759222,9,0.8129549264887592
1,8,4.196871702277088,7,1.271968717022771
1,9,4.617388445251023,12,1.1361738844525102
1,3,2.0585677120939825,2,1.0505856771209399
0,0,2.0281613912385463,4,0.8202816139123855
2,20,6.662701475694014,5,1.5
1,5,3.581212815540375,3,1.0858121281554038
1,8,4.517577028614616,9,1.1251757702861462
1,5,4.484129857322756,5,1.2448412985732276
1,4,3.782995201779787,2,1.0778299520177979
0,0,1.246927147461472,11,0.8124692714746148
0,3,1.2165787129658336,3,0.8421657871296584
1,6,2.682265186170588,9,1.086822651861706
0,4,1.214602420741345,7,1.0021460242074136
0,1,2.287104245974835,2,0.8328710424597484
0,4,2.3731730042288657,9,0.8637317300422888
0,0,1.6267388128607159,4,0.8162673881286072
2,19,9.786300512704226,9,1.4878630051270423
1,2,4.590731009417437,2,1.0659073100941745
1,7,4.430376283156571,12,1.1143037628315657
0,4,2.7278716149199096,10,0.8672787161491992
1,7,4.476133933606915,12,1.1147613393360691
1,6,2.7372509365576634,4,1.0873725093655766
0,6,1.5560974966666785,5,1.0255609749666668
1,6,2.510390982150827,2,1.0851039098215083
0,1,2.129638325772792,10,0.8312963832577279
1,6,4.625362977147484,1,1.106253629771475
1,5,3.934718971594751,7,1.2393471897159474
0,1,1.6817660309847142,10,0.8268176603098472
0,3,1.3840673047229923,1,0.84384067304723
1,4,3.351609617201228,11,1.0735160961720123
1,3,4.862281744706902,11,1.0786228174470691
2,15,7.96914594487705,8,1.5
1,2,4.208839696350264,3,1.0620883969635027
0,2,2.0989791470236407,10,0.8409897914702364
0,5,2.1929491550879048,6,1.021929491550879
1,12,2.2389353871042976,7,1.292389353871043
0,0,2.108645196167311,10,0.8210864519616732
1,5,3.936196022937455,1,1.0893619602293745
2,22,7.862623648607467,6,1.5
1,8,4.264617586725682,7,1.2726461758672567
0,6,2.106855401574136,6,1.0310685540157414
1,5,4.089521550430668,4,1.0908952155043068
1,7,4.507164789943614,1,1.1150716478994362
1,9,4.453954313231616,11,1.1345395431323162
2,5,6.7519477569542214,9,1.3175194775695422
0,4,1.4074347865553332,4,0.8540743478655534
2,22,7.352376661147234,7,1.5
2,21,7.089576972354896,7,1.5
0,4,2.955425625651,2,0.8695542562565101
0,4,2.12562522190726,1,0.8612562522190726
0,9,1.0824556279981208,8,1.0508245562799812
0,8,2.3794032847292463,8,1.0537940328472926
0,6,2.1183717599596967,7,1.031183717599597
1,4,3.206928601374398,8,1.2220692860137439
0,2,1.236708202653175,3,0.8323670820265319
0,0,1.573321162574046,11,0.8157332116257405
2,18,6.749699298317639,2,1.4474969929831762
0,4,1.1045527445444114,7,1.0010455274454442
2,22,4.445481155983274,8,1.5
0,0,2.1972743576597225,1,0.8219727435765972
0,2,2.3178855878694855,12,0.8431788558786949
1,4,4.38439326446233,10,1.0838439326446234
1,5,3.4549768537324987,9,1.084549768537325
2,8,4.607591085924458,11,1.3260759108592446
1,4,3.1458740571358064,4,1.071458740571358
2,8,8.847794135564545,12,1.3684779413556454
0,4,1.082998608771423,4,0.8508299860877143
0,3,2.4204196966325298,3,0.8542041969663253
1,9,3.6810559220598855,6,1.276810559220599
2,8,7.12342326579504,1,1.3512342326579505
2,8,4.644719298651319,6,1.476447192986513
1,7,4.207153960334329,2,1.1120715396033434
0,1,2.969288738746733,9,0.8396928873874674
1,7,2.9488770461768734,2,1.0994887704617688
0,6,1.5136631491341173,7,1.0251366314913413
2,13,4.180121354304018,12,1.3718012135430402
2,14,7.104595358877779,1,1.4110459535887776
1,5,4.859373837523895,12,1.098593738375239
1,8,4.782684046457127,7,1.2778268404645712
1,11,2.3347817743000014,5,1.283347817743
0,5,1.7155698516835325,8,1.0171556985168353
2,10,8.26677710801854,4,1.3826677710801853
1,7,2.6035189013417024,12,1.096035189013417
2,11,9.665377476185537,10,1.4066537747618555
0,8,2.473992623454045,7,1.0547399262345405
2,14,8.948087435367619,6,1.5
0,8,2.860733315803059,5,1.0586073331580306
0,0,2.715320794084513,4,0.8271532079408451
2,7,8.510078602188539,7,1.5
0,2,2.0343007245677542,12,0.8403430072456776
0,5,2.568374358464159,5,1.0256837435846415
2,21,8.335670349006698,5,1.5
2,17,6.027819875442873,1,1.4302781987544286
1,9,4.384041726532422,2,1.1338404172653243
1,7,4.264820600474987,5,1.26264820600475
1,6,2.4146962603560116,3,1.0841469626035602
0,4,2.708032667337573,2,0.8670803266733758
0,3,1.4517628258671518,4,0.8445176282586716
1,6,3.136661270997816,4,1.0913666127099781
1,5,2.21307370294798,4,1.07213073702948
1,7,3.8042321660108342,4,1.1080423216601083
1,9,3.539659927483456,3,1.1253965992748347
0,0,1.902178574933663,12,0.8190217857493367
1,6,2.258747513911895,7,1.2325874751391188
0,3,2.5431428786576618,9,0.8554314287865767
1,7,4.376009378390588,12,1.1137600937839058
1,8,2.3742083396650373,5,1.2537420833966504
2,10,6.105532569794077,4,1.3610553256979407
0,0,2.5993568273072025,11,0.825993568273072
0,4,1.986153419575148,2,0.8598615341957515
0,3,2.886596794491305,2,0.8588659679449131
1,10,4.408297014386115,5,1.2940829701438612
1,8,2.125464871359396,7,1.251254648713594
0,3,2.9719831443413187,10,0.8597198314434132
0,3,1.5011631531883856,10,0.845011631531884
1,6,3.4035475498761287,9,1.0940354754987613
0,5,2.7604959889511274,7,1.0276049598895112
2,9,9.358008174378982,5,1.5
1,3,3.7549782008174653,10,1.0675497820081747
0,1,2.419609426544744,10,0.8341960942654475
0,3,1.4999974704476635,10,0.8449999747044767
2,12,8.476785869431854,6,1.5
0,3,1.5045579191536729,11,0.8450455791915368
0,3,2.104444560347693,12,0.851044445603477
2,14,6.850473880301463,3,1.4085047388030145
2,22,6.159295586527328,5,1.5
2,19,7.203570642994606,8,1.5
1,6,2.0940847064137653,1,1.0809408470641377
0,4,2.467840740575401,12,0.8646784074057541
0,2,1.8397407435645425,1,0.8383974074356455
1,9,3.221492895401375,7,1.2722149289540137
1,5,3.6325403478258607,5,1.2363254034782585
1,6,3.491461447648615,5,1.2449146144764862
2,8,6.976452871003187,1,1.349764528710032
0,4,1.6207961905916897,9,0.856207961905917
1,6,4.797937152023503,1,1.107979371520235
0,9,1.6365099945588417,5,1.0563650999455885
1,6,3.6707753071706195,10,1.0967077530717062
0,1,2.8666207606966774,9,0.8386662076069669
0,0,2.9200237616382507,4,0.8292002376163825
0,8,1.553995636909432,8,1.0455399563690944
1,6,3.0455274493462565,6,1.2404552744934625
1,6,2.7976857260817862,11,1.087976857260818
1,7,4.566224486312864,3,1.1156622448631286
2,16,8.62385516208857,4,1.4462385516208855
0,0,1.5478297412598074,2,0.8154782974125981
0,2,2.092099863765532,1,0.8409209986376553
2,24,8.7876591355198,8,1.5
0,4,1.011541322585936,1,0.8501154132258595
2,5,5.1489604595848135,11,1.3014896045958482
0,0,1.227890538889087,1,0.8122789053888909
2,5,8.031663315091901,4,1.330316633150919
0,0,2.441786438104195,10,0.824417864381042
2,7,5.361315488817669,12,1.3236131548881767
1,2,4.861762411540166,10,1.0686176241154017
2,18,8.990548844813482,6,1.5
0,3,2.1091937710919795,9,0.8510919377109198
1,3,4.429365586064314,1,1.074293655860643
2,23,5.236142341492506,7,1.5
1,5,3.61331747382693,10,1.0861331747382694
1,9,4.035642024254482,11,1.130356420242545
1,6,3.2396101417905765,5,1.2423961014179057
1,8,2.37816629408211,12,1.1037816629408213
1,13,3.4290148804830984,8,1.3142901488048309
1,5,2.228254180296522,7,1.2222825418029652
2,7,8.12171464831263,4,1.3512171464831264
0,2,1.7507547077986396,4,0.8375075470779865
0,6,2.1097338339983143,6,1.031097338339983
2,21,4.0226061673031985,6,1.5
2,15,5.976499944246657,9,1.4097649994424664
1,9,3.354269010814911,12,1.1235426901081491
1,9,4.539662967396208,5,1.285396629673962
0,7,1.1860607494817914,8,1.031860607494818
0,8,2.0642359449175656,5,1.0506423594491756
1,5,4.698359253661506,2,1.0969835925366151
0,6,2.0028948396833455,6,1.0300289483968335
1,7,3.345100806294729,9,1.1034510080629474
0,2,2.4736336636594003,3,0.8447363366365941
2,14,4.591223603006444,1,1.3859122360300642
2,8,9.56760520742213,1,1.3756760520742213
1,9,2.1670184448619265,3,1.1116701844486194
1,9,3.1015214432938762,10,1.1210152144329388
0,8,1.2010607173836718,5,1.0420106071738366
2,15,8.139786142758174,3,1.4313978614275815
1,9,2.0444265833978754,9,1.1104442658339788
0,7,2.0269959226837146,8,1.0402699592268372
2,9,5.421881910333909,3,1.344218819103339
2,19,6.935179107883694,9,1.459351791078837
2,21,5.611594969006515,6,1.5
1,7,4.4978270391151565,7,1.2649782703911516
1,5,4.150925820660644,4,1.0915092582066064
1,8,2.912465763456395,4,1.109124657634564
2,19,8.84315182241296,12,1.4784315182241294
2,14,5.453175352078853,2,1.3945317535207884
0,7,2.9790399190017345,5,1.0497903991900173
0,7,1.907507520500707,8,1.039075075205007
0,6,2.374779825371429,7,1.0337477982537142
2,17,8.864324037671048,7,1.5
2,9,5.778644348676384,6,1.4977864434867638
0,4,1.2920338111842165,3,0.8529203381118422
1,12,2.6588571364380114,5,1.29658857136438
0,4,2.516817281599409,1,0.8651681728159941
2,16,4.45966458556668,7,1.5
2,13,9.859011841876075,9,1.4285901184187608
2,12,5.667201400863365,1,1.3766720140086335
1,5,2.239367370902001,2,1.07239367370902
1,6,3.5401419388408817,3,1.095401419388409
0,4,2.4430235596868473,3,0.8644302355968686
0,2,2.869597939346999,8,0.9986959793934701
2,13,7.862075415742987,7,1.5
2,20,6.80414372998967,6,1.5
2,8,8.771299519182296,10,1.367712995191823
2,17,7.293050533560843,10,1.4429305053356083
1,3,3.7209596089662713,11,1.0672095960896628
1,9,4.846114754717542,4,1.1384611475471755
2,13,7.779523024367557,9,1.4077952302436756
2,10,8.808500865451762,1,1.3880850086545178
0,3,1.1969892833588065,11,0.8419698928335881
1,5,4.373591486254095,2,1.093735914862541
0,4,2.6930689862468107,4,0.8669306898624682
2,12,4.3845075256243975,3,1.3638450752562439
1,7,2.4168797157467488,1,1.0941687971574676
0,4,1.9870616604652418,5,1.0098706166046525
1,7,3.1917263944005057,7,1.251917263944005
1,9,3.042799443375953,2,1.1204279944337596
0,5,2.110011344668972,5,1.0211001134466897
0,7,2.2043375387777666,6,1.0420433753877776
1,9,4.357258171660199,11,1.133572581716602
1,13,3.945602477100027,7,1.319456024771
1,5,2.6289827663351013,1,1.076289827663351
1,9,3.496618463461643,7,1.2749661846346165
2,6,6.7741707048864,4,1.327741707048864
1,10,4.8269028137036205,8,1.2982690281370362
1,4,2.6240736881997466,4,1.0662407368819975
2,22,9.427631518677217,6,1.5
1,8,3.1313359536033336,9,1.1113133595360334
0,2,1.8824022044258648,5,0.9888240220442588
0,0,1.738112318683608,12,0.8173811231868361
1,6,3.8980311045240796,4,1.0989803110452407
1,9,3.770693592219076,8,1.2777069359221906
1,7,3.0315607266277382,9,1.1003156072662774
0,4,2.768414703658637,4,0.8676841470365865
0,0,2.523485412939032,3,0.8252348541293903
0,5,1.5023168027165714,8,1.0150231680271657
0,5,2.759704096077432,5,1.0275970409607744
1,6,3.1887065736119107,2,1.0918870657361193
0,2,1.2247659498574188,10,0.8322476594985743
1,3,2.685226884702316,9,1.0568522688470232
2,11,5.209931267601354,3,1.3620993126760137
0,3,2.410725381793364,12,0.8541072538179337
1,2,4.506458466929889,2,1.065064584669299
1,5,2.5388262164819086,1,1.0753882621648192
0,5,2.373535591194339,8,1.0237353559119433
1,8,4.490750578344155,11,1.1249075057834417
2,10,8.255782821505992,3,1.38255782821506
2,16,5.709116059663682,7,1.5
0,1,2.0626615853463512,1,0.8306266158534635
2,18,5.471828302354487,1,1.4347182830235448
1,3,3.7440996716137245,12,1.0674409967161373
0,1,1.1001290541865887,9,0.821001290541866
1,6,4.333953277965363,12,1.1033395327796536
2,23,5.480130578463983,8,1.5
1,4,3.2283438128819273,12,1.0722834381288193
0,1,1.1134399071034757,3,0.8211343990710348
1,12,2.035614040008078,6,1.2903561404000807
0,0,2.1561500983696633,11,0.8215615009836966
0,0,2.229282238109004,3,0.8222928223810901
0,3,2.75822044778593,12,0.8575822044778594
0,2,2.32960008773417,4,0.8432960008773418
0,1,2.0982880304829026,1,0.830982880304829
0,8,2.1600769758018448,5,1.0516007697580185
1,8,2.2827210514317424,1,1.1028272105143175
0,0,2.5284884424396235,1,0.8252848844243963
0,0,1.2580735756208734,10,0.8125807357562088
2,11,4.135418179440656,11,1.3513541817944066
1,3,2.541067904844956,11,1.0554106790484497
1,6,3.6796793046078484,7,1.2467967930460784
0,1,1.0251900763388535,12,0.8202519007633886
0,2,2.069601953838336,6,0.9906960195383835
0,3,1.3147570297377351,2,0.8431475702973774
0,0,1.1052842252543222,11,0.8110528422525433
0,0,1.2207884684998676,12,0.8122078846849987
0,4,2.7931430499385552,2,0.8679314304993856
0,4,2.196364891084005,11,0.8619636489108401
0,9,1.0162924963884703,7,1.0501629249638846
1,8,3.8482769634499805,1,1.1184827696344999
0,0,2.968386783437127,2,0.8296838678343713
0,0,2.5543718188792193,12,0.8255437181887922
1,9,3.8708834985839484,8,1.2787088349858395
